pid,X,Y,Z,Type,Comment,Digitised_by
7,2665.719089,3064.23546,574.066354,Path,,GO
7,2674.852565,3055.595568,571.805448,Path,,GO
7,2685.175466,3048.144045,569.3930985,Path,,GO
7,2696.181795,3041.781133,566.7990137,Path,,GO
7,2707.365555,3036.407073,563.9929016,Path,,GO
7,2720.945189,3031.023427,560.3901999,Path,,GO
7,2734.849798,3026.636375,556.7108838,Path,,GO
7,2749.02831,3023.10507,553.0684859,Path,,GO
7,2763.42965,3020.288667,549.5765384,Path,,GO
7,2778.002745,3018.04632,546.3485738,Path,,GO
7,2792.696522,3016.237182,543.4981244,Path,,GO
7,2807.459906,3014.720408,541.1387225,Path,,GO
7,2822.241826,3013.355151,539.3839007,Path,,GO
7,2834.913527,3012.28385,538.449287,Path,,GO
7,2847.567762,3011.362051,538.0313477,Path,,GO
7,2860.206591,3010.586565,538.066125,Path,,GO
7,2872.832074,3009.954207,538.4896611,Path,,GO
7,2885.446271,3009.461787,539.237998,Path,,GO
7,2898.05124,3009.10612,540.247178,Path,,GO
7,2910.649042,3008.884018,541.4532433,Path,,GO
7,2923.241735,3008.792293,542.7922358,Path,,GO
7,2935.83138,3008.827757,544.2001979,Path,,GO
7,2948.420037,3008.987225,545.6131716,Path,,GO
7,2961.009764,3009.267508,546.9671992,Path,,GO
7,2973.602621,3009.665419,548.1983226,Path,,GO
7,2986.200668,3010.177771,549.2425843,Path,,GO
7,2998.805965,3010.801376,550.0360261,Path,,GO
7,3011.420571,3011.533047,550.5146904,Path,,GO
7,3024.046546,3012.369597,550.6146193,Path,,GO
7,3036.005972,3013.261592,550.425274,Path,,GO
7,3047.996145,3014.217513,550.0572701,Path,,GO
7,3060.00354,3015.174958,549.4966039,Path,,GO
7,3072.014631,3016.071521,548.7292718,Path,,GO
7,3084.01589,3016.8448,547.7412703,Path,,GO
7,3095.993793,3017.43239,546.5185957,Path,,GO
7,3107.934812,3017.771887,545.0472444,Path,,GO
7,3119.825422,3017.800887,543.3132129,Path,,GO
7,3136.399598,3017.085649,540.2776244,Path,,GO
7,3153.143775,3016.097682,536.941926,Path,,GO
7,3169.976967,3015.961317,534.1762255,Path,,GO
7,3186.818189,3017.800887,532.8506309,Path,,GO
7,3199.880509,3021.01619,533.1288732,Path,,GO
7,3212.624022,3025.435901,534.321639,Path,,GO
7,3225.092594,3030.781608,536.2210555,Path,,GO
7,3237.330095,3036.774903,538.6192503,Path,,GO
7,3249.380392,3043.137375,541.3083507,Path,,GO
7,3261.287351,3049.590615,544.0804839,Path,,GO
7,3273.094842,3055.856214,546.7277776,Path,,GO
7,3284.846732,3061.655762,549.0423589,Path,,GO
8,3284.846732,2708.237066,584.3459415,Path,,GO
8,3270.288522,2709.367069,584.5804191,Path,,GO
8,3255.353511,2711.214928,583.5269896,Path,,GO
8,3240.191722,2713.290639,581.5616056,Path,,GO
8,3224.95318,2715.104198,579.0602198,Path,,GO
8,3209.787908,2716.165603,576.3987847,Path,,GO
8,3194.84593,2715.98485,573.953253,Path,,GO
8,3180.27727,2714.071935,572.0995774,Path,,GO
8,3166.231951,2709.936856,571.2137105,Path,,GO
8,3150.582734,2701.097134,573.2582647,Path,,GO
8,3136.441319,2690.538134,577.2265468,Path,,GO
8,3128.149321,2684.686117,579.0906845,Path,,GO
8,3119.678007,2679.029928,580.5851157,Path,,GO
8,3111.098645,2673.47609,581.845021,Path,,GO
8,3102.482501,2667.93113,583.0055809,Path,,GO
8,3086.173579,2657.55822,584.9782288,Path,,GO
8,3069.683653,2647.239096,586.5207686,Path,,GO
8,3053.188766,2636.804263,587.5781497,Path,,GO
8,3036.864961,2626.084223,588.0953214,Path,,GO
8,3020.88828,2614.909482,588.0172334,Path,,GO
8,3005.434767,2603.110543,587.288835,Path,,GO
8,2990.680464,2590.517909,585.8550757,Path,,GO
8,2976.801415,2576.962086,583.660905,Path,,GO
8,2967.729442,2567.04375,581.7204301,Path,,GO
8,2958.968566,2556.650965,579.5010033,Path,,GO
8,2950.644289,2545.805586,577.0668107,Path,,GO
8,2942.882115,2534.529472,574.4820382,Path,,GO
8,2935.807547,2522.844477,571.8108718,Path,,GO
8,2929.546087,2510.772458,569.1174976,Path,,GO
8,2924.223239,2498.335272,566.4661015,Path,,GO
8,2919.964506,2485.554776,563.9208695,Path,,GO
8,2917.478826,2475.606028,562.1239896,Path,,GO
8,2915.5524,2465.509648,560.4727151,Path,,GO
8,2914.05941,2455.304844,558.9291657,Path,,GO
8,2912.874042,2445.030827,557.4554611,Path,,GO
8,2911.870479,2434.726804,556.013721,Path,,GO
8,2910.922907,2424.431984,554.566065,Path,,GO
8,2909.90551,2414.185575,553.0746127,Path,,GO
8,2908.692471,2404.026787,551.501484,Path,,GO
8,2905.11324,2387.83004,548.1562199,Path,,GO
8,2900.330232,2370.780248,544.0447986,Path,,GO
8,2897.028215,2353.537149,540.5421144,Path,,GO
8,2897.891955,2336.76048,539.0230617,Path,,GO
8,2903.815753,2321.195385,540.0105371,Path,,GO
8,2912.720138,2306.78081,542.478906,Path,,GO
8,2922.78524,2293.154043,545.4810554,Path,,GO
8,2932.191191,2279.95237,548.0698719,Path,,GO
8,2942.441914,2264.04156,550.2873903,Path,,GO
8,2952.701468,2248.273356,551.9483189,Path,,GO
8,2963.148986,2232.737133,553.1085885,Path,,GO
8,2973.963603,2217.522268,553.8241298,Path,,GO
8,2985.324452,2202.718139,554.1508734,Path,,GO
8,2997.410669,2188.414122,554.1447502,Path,,GO
8,3010.401386,2174.699593,553.8616907,Path,,GO
8,3024.475739,2161.66393,553.3576258,Path,,GO
8,3038.885031,2149.269852,552.2142977,Path,,GO
8,3053.351383,2137.035731,550.122357,Path,,GO
8,3067.963347,2125.072133,547.3334526,Path,,GO
8,3082.809473,2113.489625,544.099233,Path,,GO
8,3097.978311,2102.398773,540.6713468,Path,,GO
8,3113.558412,2091.910141,537.3014428,Path,,GO
8,3129.638326,2082.134297,534.2411696,Path,,GO
8,3146.306603,2073.181806,531.7421759,Path,,GO
8,3161.30379,2066.297001,530.235497,Path,,GO
8,3176.706387,2060.293102,529.3696895,Path,,GO
8,3192.412835,2054.984168,529.063565,Path,,GO
8,3208.321574,2050.184259,529.2359354,Path,,GO
8,3224.331044,2045.707434,529.8056127,Path,,GO
8,3240.339684,2041.367752,530.6914085,Path,,GO
8,3256.245937,2036.979273,531.8121348,Path,,GO
8,3271.94824,2032.356056,533.0866033,Path,,GO
9,3277.107637,1681.517058,523.4782799,Path,,GO
9,3250.464927,1663.727677,519.6475302,Path,,GO
9,3223.784158,1645.79925,515.5894832,Path,,GO
9,3197.108243,1628.101787,510.6592653,Path,,GO
9,3170.480098,1611.005299,504.2120028,Path,,GO
9,3155.226779,1601.954329,499.4754323,Path,,GO
9,3139.854849,1592.836959,494.2200558,Path,,GO
9,3125.130578,1582.605723,489.3701606,Path,,GO
9,3111.820235,1570.213157,485.8500337,Path,,GO
9,3094.587402,1548.041772,483.056889,Path,,GO
9,3079.492688,1524.092847,481.6274923,Path,,GO
9,3065.402674,1499.483679,480.4271077,Path,,GO
9,3051.183942,1475.331564,478.3209989,Path,,GO
9,3039.765779,1459.38133,474.2025642,Path,,GO
9,3027.692487,1444.254238,467.5253646,Path,,GO
9,3016.773684,1428.495095,460.5033129,Path,,GO
9,3008.818991,1410.648714,455.3503222,Path,,GO
9,3006.387661,1398.804237,454.046384,Path,,GO
9,3005.423121,1385.274377,453.821518,Path,,GO
9,3006.527731,1355.306954,455.4006301,Path,,GO
9,3009.399462,1325.043342,457.6709133,Path,,GO
9,3011.304953,1298.780437,458.2156223,Path,,GO
9,3011.972642,1266.513114,456.1052526,Path,,GO
9,3012.555274,1234.380709,453.2176127,Path,,GO
9,3013.095657,1202.330067,449.9409285,Path,,GO
9,3013.636598,1170.308032,446.6634255,Path,,GO
9,3014.220903,1138.261447,443.7733295,Path,,GO
9,3014.891381,1106.137158,441.6588662,Path,,GO
9,3015.690839,1073.882009,440.7082613,Path,,GO
9,3016.662084,1041.442843,441.3097405,Path,,GO
9,3018.771157,1021.932583,443.1983729,Path,,GO
9,3023.318134,1003.434298,446.6198274,Path,,GO
9,3029.619373,985.6408881,451.0017598,Path,,GO
9,3036.991234,968.2452507,455.7718257,Path,,GO
9,3044.750075,950.9402846,460.3576811,Path,,GO
9,3052.212257,933.4188882,464.1869816,Path,,GO
9,3058.694138,915.37396,466.687383,Path,,GO
9,3063.512079,896.4983985,467.2865412,Path,,GO
9,3067.53517,871.9513886,466.0851445,Path,,GO
9,3070.363805,847.321453,464.0115924,Path,,GO
9,3072.377346,822.6394809,461.3071433,Path,,GO
9,3073.955156,797.9363613,458.2130557,Path,,GO
9,3075.476598,773.2429833,454.9705879,Path,,GO
9,3077.321036,748.590236,451.8209985,Path,,GO
9,3079.86783,724.0090086,449.0055457,Path,,GO
9,3083.496345,699.5301902,446.765488,Path,,GO
9,3088.744894,672.8165238,445.0055224,Path,,GO
9,3094.981538,646.7130185,443.852942,Path,,GO
9,3102.204137,621.2148934,443.2842215,Path,,GO
9,3110.410552,596.3173675,443.2758352,Path,,GO
9,3119.598646,572.01566,443.8042579,Path,,GO
9,3129.766279,548.3049897,444.8459639,Path,,GO
9,3140.911312,525.1805758,446.3774279,Path,,GO
9,3153.031607,502.6376374,448.3751244,Path,,GO
9,3166.125025,480.6713934,450.815528,Path,,GO
9,3180.189427,459.2770629,453.6751132,Path,,GO
9,3195.222674,438.449865,456.9303545,Path,,GO
9,3211.222628,418.1850186,460.5577265,Path,,GO
9,3228.187149,398.477743,464.5337037,Path,,GO
9,3246.1141,379.323257,468.8347607,Path,,GO
9,3265.00134,360.7167798,473.437372,Path,,GO
9,3284.846732,342.6535303,478.3180122,Path,,GO
10,937.3210864,342.6535303,453.3270453,Path,,GO
10,930.0858316,387.6332168,460.470567,Path,,GO
10,923.4477689,431.6582281,468.5345578,Path,,GO
10,917.5147673,475.0498802,477.2772995,Path,,GO
10,912.3946959,518.1294893,486.4570741,Path,,GO
10,908.1954235,561.2183714,495.8321636,Path,,GO
10,905.0248192,604.6378427,505.16085,Path,,GO
10,902.9907519,648.7092191,514.2014151,Path,,GO
10,902.2010907,693.7538169,522.7121409,Path,,GO
10,902.1849338,721.1098783,527.049332,Path,,GO
10,902.2940865,748.6253225,530.4785526,Path,,GO
10,902.5293356,776.2538007,533.2581756,Path,,GO
10,902.891468,803.9489636,535.6465738,Path,,GO
10,903.3812707,831.6644624,537.9021201,Path,,GO
10,903.9995305,859.3539481,540.2831876,Path,,GO
10,904.7470342,886.9710716,543.048149,Path,,GO
10,905.6245688,914.4694839,546.4553773,Path,,GO
10,906.9882615,950.8341298,551.6725089,Path,,GO
10,908.6569523,987.2061814,557.0571063,Path,,GO
10,910.7471395,1023.581471,562.3812679,Path,,GO
10,913.3753213,1059.955829,567.4170918,Path,,GO
10,916.6579959,1096.325089,571.9366761,Path,,GO
10,920.7116617,1132.685081,575.7121192,Path,,GO
10,925.6528169,1169.031638,578.5155192,Path,,GO
10,931.5979598,1205.360592,580.1189742,Path,,GO
10,935.896095,1228.114217,580.4143807,Path,,GO
10,940.9203208,1251.854426,580.1677362,Path,,GO
10,946.7400833,1276.293747,579.3778686,Path,,GO
10,953.4248288,1301.144706,578.043606,Path,,GO
10,961.0440034,1326.119834,576.1637764,Path,,GO
10,969.6670535,1350.931656,573.7372078,Path,,GO
10,979.3634251,1375.292702,570.7627282,Path,,GO
10,990.2025645,1398.9155,567.2391656,Path,,GO
10,1002.253918,1421.512577,563.1653481,Path,,GO
10,1015.586932,1442.796461,558.5401037,Path,,GO
10,1030.271052,1462.47968,553.3622603,Path,,GO
10,1046.375724,1480.274762,547.630646,Path,,GO
10,1063.970396,1495.894236,541.3440888,Path,,GO
10,1083.124512,1509.050629,534.5014167,Path,,GO
10,1103.90752,1519.456469,527.1014578,Path,,GO
10,1126.388865,1526.824284,519.1430399,Path,,GO
10,1136.071294,1528.114185,516.3467441,Path,,GO
10,1146.209423,1527.486199,514.5433675,Path,,GO
10,1167.457282,1521.34168,513.5465568,Path,,GO
10,1189.341437,1510.120948,515.4149785,Path,,GO
10,1211.070885,1495.554226,519.4110032,Path,,GO
10,1231.854622,1479.371736,524.7970015,Path,,GO
10,1250.901645,1463.303699,530.835344,Path,,GO
10,1267.420949,1449.080339,536.7884013,Path,,GO
10,1280.621531,1438.431877,541.9185439,Path,,GO
10,1317.196676,1412.321154,553.3087375,Path,,GO
10,1353.481464,1387.446875,559.0877317,Path,,GO
10,1389.426864,1363.109785,560.3398225,Path,,GO
10,1424.983844,1338.610631,558.149306,Path,,GO
10,1460.103373,1313.250155,553.6004785,Path,,GO
10,1494.736419,1286.329105,547.777636,Path,,GO
10,1528.833952,1257.148223,541.7650748,Path,,GO
10,1562.346941,1225.008257,536.6470909,Path,,GO
10,1589.85196,1196.788097,532.8087542,Path,,GO
10,1617.534142,1168.812214,528.1117347,Path,,GO
10,1645.814704,1141.82306,522.0540374,Path,,GO
10,1675.114861,1116.563084,514.1336672,Path,,GO
10,1695.762741,1100.977163,508.0186129,Path,,GO
10,1717.155683,1086.559615,501.9287586,Path,,GO
10,1739.090999,1072.942323,495.9913808,Path,,GO
10,1761.365998,1059.757168,490.3337558,Path,,GO
10,1783.777994,1046.636031,485.0831603,Path,,GO
10,1806.124297,1033.210795,480.3668705,Path,,GO
10,1828.202219,1019.11334,476.3121629,Path,,GO
10,1849.80907,1003.975549,473.0463139,Path,,GO
10,1869.980824,987.9794697,470.7480645,Path,,GO
10,1889.534394,970.6219269,469.1905489,Path,,GO
10,1908.57958,952.2543318,468.2058838,Path,,GO
10,1927.22618,933.2280953,467.6261859,Path,,GO
10,1945.583992,913.8946288,467.2835718,Path,,GO
10,1963.762815,894.6053433,467.0101582,Path,,GO
10,1981.872447,875.71165,466.6380617,Path,,GO
10,2000.022687,857.5649601,465.9993989,Path,,GO
10,2017.936885,840.7670891,465.0110492,Path,,GO
10,2036.510741,824.2005404,463.6819511,Path,,GO
10,2055.460816,807.7243874,462.0801539,Path,,GO
10,2074.503669,791.1977036,460.2737068,Path,,GO
10,2093.355863,774.4795625,458.3306591,Path,,GO
10,2111.733956,757.4290378,456.3190601,Path,,GO
10,2129.354511,739.9052027,454.306959,Path,,GO
10,2145.934087,721.767131,452.362405,Path,,GO
10,2154.016913,709.0901407,452.0134167,Path,,GO
10,2159.504077,694.6536667,452.8118861,Path,,GO
10,2167.933409,665.6074031,454.9907006,Path,,GO
10,2178.234972,635.9136235,456.0207272,Path,,GO
10,2188.496891,606.0743818,456.5565279,Path,,GO
10,2198.922335,576.2881981,456.5535581,Path,,GO
10,2209.714474,546.7535922,455.9672736,Path,,GO
10,2225.485447,515.8798535,452.9670559,Path,,GO
10,2245.986284,487.588594,447.1181468,Path,,GO
10,2267.853721,460.4486243,440.1686261,Path,,GO
10,2287.724491,433.0287546,433.866574,Path,,GO
10,2301.423303,407.3619397,430.1080543,Path,,GO
10,2312.201404,380.1964028,427.9094178,Path,,GO
10,2321.399496,352.3387632,426.6553838,Path,,GO
10,2330.358283,324.5956407,425.7306721,Path,,GO
11,2004.026421,332.9796609,530.6804727,Path,,GO
11,1991.581739,360.3940616,532.3206415,Path,,GO
11,1979.03612,387.4474152,533.8575806,Path,,GO
11,1966.367973,414.171356,535.3036086,Path,,GO
11,1953.555708,440.5975183,536.6710441,Path,,GO
11,1940.577732,466.7575363,537.9722054,Path,,GO
11,1927.412456,492.6830444,539.2194114,Path,,GO
11,1914.038289,518.4056766,540.4249804,Path,,GO
11,1900.43364,543.9570674,541.601231,Path,,GO
11,1886.576917,569.368851,542.7604818,Path,,GO
11,1872.44653,594.6726617,543.9150513,Path,,GO
11,1858.020889,619.9001336,545.0772582,Path,,GO
11,1843.278401,645.0829011,546.2594209,Path,,GO
11,1828.197477,670.2525985,547.4738579,Path,,GO
11,1812.756526,695.44086,548.732888,Path,,GO
11,1796.933956,720.6793198,550.0488295,Path,,GO
11,1780.708177,745.9996122,551.4340011,Path,,GO
11,1769.871601,763.2247847,552.2900681,Path,,GO
11,1759.269701,780.7685765,553.0127225,Path,,GO
11,1748.717518,798.4509997,553.6968125,Path,,GO
11,1738.030091,816.0920664,554.4371859,Path,,GO
11,1727.022458,833.5117889,555.3286911,Path,,GO
11,1715.509659,850.5301791,556.466176,Path,,GO
11,1703.306733,866.9672492,557.9444888,Path,,GO
11,1690.228719,882.6430114,559.8584775,Path,,GO
11,1673.919417,900.7018446,562.5659101,Path,,GO
11,1657.022329,918.9117246,565.6342572,Path,,GO
11,1639.657153,937.1015116,569.1193808,Path,,GO
11,1621.943591,955.1000661,573.0771431,Path,,GO
11,1604.001343,972.7362482,577.5634063,Path,,GO
11,1585.950109,989.8389183,582.6340324,Path,,GO
11,1567.909589,1006.236937,588.3448836,Path,,GO
11,1549.999483,1021.759164,594.7518221,Path,,GO
11,1527.157067,1038.958206,603.847381,Path,,GO
11,1503.163417,1055.009273,613.4169559,Path,,GO
11,1479.345426,1071.852428,621.793154,Path,,GO
11,1457.02999,1091.427729,627.308582,Path,,GO
11,1437.51801,1115.983468,628.2362048,Path,,GO
11,1421.203372,1143.179248,625.6361979,Path,,GO
11,1405.46019,1170.721564,622.4551236,Path,,GO
11,1387.662577,1196.316913,621.6395441,Path,,GO
11,1375.017736,1210.150053,623.2331506,Path,,GO
11,1360.687211,1223.326819,626.0680837,Path,,GO
11,1345.020701,1235.817318,629.6266868,Path,,GO
11,1328.367907,1247.591663,633.3913034,Path,,GO
11,1311.078528,1258.619961,636.8442767,Path,,GO
11,1293.502262,1268.872323,639.4679503,Path,,GO
11,1275.98881,1278.318859,640.7446675,Path,,GO
11,1258.88787,1286.929679,640.1567717,Path,,GO
11,1255.648124,1288.610601,639.7267416,Path,,GO
11,1251.756033,1290.781608,639.0466827,Path,,GO
11,1242.367769,1296.243226,637.1048507,Path,,GO
11,1219.645555,1309.19033,632.0729304,Path,,GO
11,1196.368416,1320.1606,627.754957,Path,,GO
11,1186.286496,1323.151173,626.7055585,Path,,GO
11,1181.943529,1323.716001,626.6055815,Path,,GO
11,1178.183541,1323.54364,626.8448765,Path,,GO
11,1173.553285,1322.16164,627.6131659,Path,,GO
11,1168.603793,1319.684787,628.7505372,Path,,GO
11,1158.34109,1312.665473,631.6524427,Path,,GO
11,1148.583404,1304.9236,634.5904277,Path,,GO
11,1140.518707,1298.897072,636.6043266,Path,,GO
11,1114.254855,1285.08384,638.1617937,Path,,GO
11,1101.297891,1277.087814,638.2316793,Path,,GO
11,1090.813148,1266.830522,638.924786,Path,,GO
11,1087.56135,1260.807025,639.8943627,Path,,GO
11,1085.197248,1253.265836,641.5541026,Path,,GO
11,1082.392592,1235.516481,646.1075497,Path,,GO
11,1080.920096,1217.354657,650.9120821,Path,,GO
11,1079.300677,1202.55256,654.2946548,Path,,GO
11,1073.089011,1169.662139,658.8953744,Path,,GO
11,1067.102045,1136.554941,661.1558038,Path,,GO
11,1062.187792,1103.202117,661.2904299,Path,,GO
11,1059.194261,1069.574819,659.5137399,Path,,GO
11,1058.099614,1046.222211,656.7453752,Path,,GO
11,1057.22248,1023.190218,652.418839,Path,,GO
11,1056.512918,1000.398543,646.9383396,Path,,GO
11,1055.920982,977.7668921,640.708085,Path,,GO
11,1055.396731,955.2149671,634.1322834,Path,,GO
11,1054.890222,932.6624721,627.615143,Path,,GO
11,1054.351512,910.0291109,621.5608719,Path,,GO
11,1053.730658,887.2345872,616.3736782,Path,,GO
11,1051.715346,853.2452565,610.2412287,Path,,GO
11,1050.298234,835.1917578,607.4955049,Path,,GO
11,1048.95548,816.81222,605.0330203,Path,,GO
11,1047.947581,798.3915302,602.9059538,Path,,GO
11,1047.535032,780.2145759,601.1664846,Path,,GO
11,1049.537972,745.7314228,599.0590533,Path,,GO
11,1055.529692,717.3428105,598.7764708,Path,,GO
11,1064.594272,688.7904328,599.1673597,Path,,GO
11,1074.760103,660.5801192,599.2762207,Path,,GO
11,1084.055577,633.2176994,598.1475546,Path,,GO
11,1090.083873,613.733973,596.730487,Path,,GO
11,1096.219966,594.261343,595.4531577,Path,,GO
11,1102.455638,574.8041503,594.2645331,Path,,GO
11,1108.78267,555.3667359,593.1135799,Path,,GO
11,1115.192844,535.9534406,591.9492645,Path,,GO
11,1121.677941,516.5686054,590.7205535,Path,,GO
11,1128.229744,497.2165713,589.3764135,Path,,GO
11,1134.840035,477.9016791,587.865811,Path,,GO
11,1141.500593,458.6282699,586.1377126,Path,,GO
11,1148.203203,439.4006845,584.1410847,Path,,GO
11,1154.939644,420.2232639,581.8248939,Path,,GO
11,1161.701699,401.100349,579.1381068,Path,,GO
11,1168.48115,382.0362808,576.0296899,Path,,GO
11,1175.269777,363.0354001,572.4486098,Path,,GO
11,1182.059364,344.102048,568.3438329,Path,,GO
11,1188.841691,325.2405654,563.6643259,Path,,GO
12,950.7231869,3253.174029,0,,,
12,1163.282216,2813.226272,0,,,
12,1306.63598,2486.972878,0,,,
12,1459.87621,2131.060086,0,,,
12,1568.627341,1943.217223,0,,,
12,1726.810804,1686.169095,0,,,
12,2028.348031,1157.243139,0,,,
12,2260.679993,771.670947,0,,,
12,2349.658191,554.1686848,0,,,
12,2413.920223,351.4961223,0,,,
13,803.5946346,497.2190157,427.2998534,Point,Contact visible in small slip scarp,IB
14,2044.682291,913.57064,437.5909117,Point,Contact visible in small slip scarp,IB
15,1935.343026,1738.448022,195.458928,Point,,IB
16,2257.870728,1769.495085,122.8326862,Point,,IB
17,3142.107428,2831.415566,479.98477,Point,,IB
18,658.864477,2590.446664,530.5469474,Point,Check 2024 aerial when available,IB
19,731.9500153,2505.723969,555.6569488,Point,Check 2024 aerial when available,IB
20,820.3368582,1974.280279,522.199309,Point,Check 2024 aerial when available,IB
